time_s,com_x_mean,com_x_std,com_y_mean,com_y_std,com_z_mean,com_z_std,std_x_mean,std_x_std,std_y_mean,std_y_std,std_z_mean,std_z_std,velocity_x_mean
421.7,33.44279208,0.2245380215632279,-4.91048468,0.1353232396914271,0.08913188,0.1634770030023548,2.5861328300000004,0.15234902176903176,2.25225536,0.262878133597812,2.15284588,0.14535012720514257,-0.020099499999986392
421.8,33.44093968,0.22430926302204326,-4.91074306,0.1358097037611573,0.08940874000000001,0.16382126687853832,2.5864297499999997,0.1525931483742807,2.25262388,0.2631141413546092,2.1533317299999997,0.1454036192930294,-0.017859149999992496
421.9,33.43922025,0.2242348039577421,-4.9117484000000005,0.13527563067479917,0.08943965000000001,0.16371124628963193,2.5864804400000003,0.15295358433589712,2.25214867,0.263102591612729,2.15313046,0.14558203493566255,-0.019451099999997723
422.0,33.43704946,0.22459391809391507,-4.9117279,0.13505109295056228,0.08977202000000001,0.16375931636780888,2.58683574,0.152273936591271,2.2522737,0.2639124490163511,2.15298066,0.145526775321239,-0.018884449999973185
422.1,33.43544336,0.22425885873868642,-4.91258519,0.13512501386364567,0.08963416,0.16378081134856534,2.58696327,0.15243297866320957,2.25197208,0.2641886568900475,2.15311237,0.14564935889158043,-0.01719049999999811
422.2,33.43361136,0.22391830092207501,-4.9135435,0.1347947649587058,0.08998260999999999,0.16351564791872583,2.58723385,0.15218089056195525,2.25192123,0.2644389365399523,2.15305517,0.14586798203821186,-0.016159999999985075
422.3,33.432211360000004,0.2237710932885311,-4.91408,0.1347758865516298,0.08992008,0.1633667118624881,2.58708468,0.15276697443041742,2.2525580400000003,0.26466699288133166,2.15272812,0.1458014586008901,-0.018001899999973148
422.4,33.43001098,0.22391082233849754,-4.91480666,0.13440921530142133,0.09023698,0.16333630404323665,2.58695633,0.1528054992284164,2.25224196,0.264404000762031,2.15260937,0.14572621290803614,-0.019798400000041738
422.5,33.428251679999995,0.22388581502816582,-4.91618941,0.1342509189643393,0.08980546,0.16328948736921622,2.5873523,0.15307258721085318,2.25197342,0.264526617588613,2.15222013,0.145207904907861,-0.02085974999999962
422.6,33.42583903,0.22404999714766638,-4.91687028,0.13449371597667203,0.08975402,0.1635726548655281,2.58738565,0.15281603741538682,2.25285701,0.26468785018436736,2.15205828,0.14464509570132703,-0.02363299999998958
422.7,33.42352508,0.22424534752367664,-4.91691929,0.134933060398671,0.08987356,0.16382406947466172,2.58806068,0.1524520096095738,2.25370623,0.2652104852296273,2.15258723,0.1445464659789618,-0.0243065999999601
422.8,33.42097771,0.22404527348438316,-4.91758934,0.13473869055707335,0.08970521,0.16415898307964547,2.58847469,0.1527952163379188,2.2534379799999997,0.2647272173547395,2.15248052,0.14421302250654872,-0.026075699999978497
422.9,33.41830994,0.2244801500893951,-4.9184695099999995,0.13504836638793682,0.08988130999999999,0.16413053637831143,2.5891575799999997,0.15300918616518727,2.25353857,0.26440210743197523,2.1520807,0.1444438029396438,-0.023061449999971728
423.0,33.416365420000005,0.2242980167804891,-4.91902578,0.13490668112084742,0.08953732,0.16431952178636172,2.5895533,0.15285988436311554,2.2535732200000003,0.2639018816327475,2.15235186,0.14461509654216392,-0.01825569999996901
423.1,33.414658800000005,0.2238603864292723,-4.91962423,0.13489229992938623,0.08971472,0.16416097825789014,2.5897743600000003,0.15243801307804494,2.25309286,0.2645654153358651,2.15236694,0.14425938143152586,-0.016470350000020062
423.2,33.41307135,0.2233104922245323,-4.92023057,0.13491811200313328,0.08981048,0.1645835708392904,2.5907585799999997,0.15216755571788335,2.2532446999999998,0.26471779563029696,2.15251632,0.14421236052796613,-0.018819199999995817
423.3,33.41089496,0.2236877996090933,-4.92064375,0.134533035596224,0.09010517999999999,0.16472629372026726,2.59098446,0.15228381961307597,2.2530999,0.2643623026185232,2.1524452199999997,0.1442062797303511,-0.020385950000019193
423.4,33.40899416,0.22370706719986685,-4.92143906,0.13507603844208838,0.08999911000000001,0.1646156188208016,2.5914905900000003,0.15224459886026542,2.25324867,0.2639762751390434,2.15267703,0.1442604961566497,-0.01660220000002255
423.5,33.40757452,0.22433700472179063,-4.92180669,0.13550263790333197,0.08971759,0.16462580603026072,2.5920480099999996,0.15236370099408864,2.25329566,0.2643847115213103,2.15286156,0.14450102695467587,-0.018120799999991277
