time_s,com_x_mean,com_x_std,com_y_mean,com_y_std,com_z_mean,com_z_std,std_x_mean,std_x_std,std_y_mean,std_y_std,std_z_mean,std_z_std,v_x_mean,v_x_std,v_y_mean,v_y_std,v_z_mean,v_z_std,velocity_x_calc,velocity_y_calc,velocity_z_calc
0.05,41.64622492,0.002289967750115199,-0.26208011,0.0019856303932214775,0.13083496,0.00178499032009372,1.16544497,0.0023266791544989023,2.48582563,0.002004766510271797,2.3589658499999997,0.0018757666789445048,0.14499018,0.0,-0.00941432,0.0,-0.01420012,0.0,-0.7732332000000497,-0.007621800000000567,0.0037033999999996903
0.1,41.60756326,0.0033147136891151503,-0.2624612,0.002721119960307498,0.13102012999999998,0.0028365635513608817,1.1906384,0.0035620151599901288,2.49294591,0.002764396538874556,2.36477313,0.0023492060539551125,0.09324189170000001,0.0028144870992162416,-0.0376286034,0.005508886989922722,-0.0056888600000000004,0.004215480691091546,-0.677080500000045,-0.005117333333333418,-0.0014864000000001099
0.2,41.55908575,0.005020812116640936,-0.26247204,0.0032468357709678516,0.12983353,0.004171708434408758,1.21326855,0.004481180759294847,2.49985752,0.003750561817793601,2.37429816,0.003852321466494271,0.0569999425,0.007285025934143971,-0.0132451414,0.007078591167625365,-0.0063335522,0.006898183842254464,-0.4013791400000031,0.00158594666666656,-0.007420879999999852
0.35,41.51764297,0.00748680186938455,-0.26185292,0.0049063337372227496,0.12972055000000002,0.004944927617153654,1.2278126299999998,0.006167987325667631,2.5086004500000003,0.005126770045407193,2.38315124,0.005201931117956054,0.011583530900000001,0.004928966231174522,-0.0094569918,0.0053398444986437294,-0.0011218826,0.005214739657454195,-0.23201642000000788,0.0023472266666668684,-0.0017878999999999534
0.45,41.497392579999996,0.008645737670218373,-0.26173688,0.005116598724808026,0.12947278,0.0052518522900366965,1.2350314199999999,0.007117408215116353,2.51280161,0.005379965958540116,2.38732598,0.006018564884781368,-0.0004728682,0.004208928719484301,-0.005298920500000001,0.0033602002483520237,0.0018702243,0.0034728495103307534,-0.18776884999996923,0.002211049999999881,-0.0017871500000001816
0.55,41.4800892,0.00921622231270361,-0.26141071,0.0055898536134769295,0.12936312,0.005808608177106756,1.2421693600000001,0.007424988724978708,2.51702697,0.005514122482922083,2.39081357,0.006153158757257999,-0.005756022600000001,0.003883979919937279,-0.0022108887,0.0026601349299679644,0.0017417772,0.003466796233837469,-0.15943699999991168,0.0016705666666667618,0.0011314000000000046
0.6,41.47245727000001,0.00926250421322989,-0.26136696,0.0056957750369121055,0.12947539,0.0061163451618832755,1.2458149,0.007353660714847441,2.51877191,0.005879018799283005,2.3923452700000003,0.0062975304905891925,-0.0077167307,0.0038552580934423887,-0.0007338195,0.0023859910464937278,0.0018726698999999999,0.0030416447836182497,-0.14875083333322436,0.0022732999999995895,0.0015717000000002312
0.7,41.45835974,0.010220283171885764,-0.26085997,0.006217164033162754,0.12949782,0.006489857727316379,1.25246118,0.007811335697652131,2.52169462,0.0067290966370762775,2.39534142,0.006499376393053936,-0.0104358734,0.0033465354194145923,0.0011848143,0.0024046042834668614,0.0021099573999999997,0.0029092421774759994,-0.13110645000000432,0.005285449999999692,0.00019495000000002705
0.8,41.446235980000004,0.010818645462161488,-0.26030987,0.006692064211225986,0.12951437999999998,0.007222581314463716,1.25810845,0.00787709088147714,2.52429301,0.006939436101293721,2.39769636,0.007218844667516933,-0.0125951962,0.0032500827691013747,0.0031793262,0.0022983633136747592,0.0023011316000000003,0.002613029018801055,-0.11741969999999924,0.0036359500000000544,0.0019191499999999806
0.9,41.4348758,0.011289238141619192,-0.26013278,0.007214554248296715,0.12988165000000002,0.007751914847671871,1.26324602,0.008089637947449066,2.52660198,0.007120582756170685,2.39957685,0.007899587669043803,-0.0140434647,0.0028458933060473224,0.0044557698,0.0021757924105980614,0.0021710848,0.0023652834862780314,-0.11074780000001283,0.004107799999999884,0.0007921499999999915
1.0,41.42408642,0.011689528110150591,-0.25948831,0.0077957838329186626,0.12967281,0.008347591533974385,1.26854463,0.00882682306079405,2.52891381,0.008096304636160541,2.4015074899999997,0.008077619660750109,-0.014862974099999999,0.0023770008881327806,0.0059213647,0.001986278156491294,0.0025942789,0.002269210291660419,-0.10164810000003399,0.008669949999999815,-0.0002630500000000424
1.1,41.414546179999995,0.011767003424126916,-0.25839879,0.008268989082735803,0.12982904,0.008799609093613422,1.27308263,0.00933029712915312,2.53075105,0.008115537273643638,2.40280971,0.008791951572341685,-0.0158250227,0.0025845332690495495,0.006860951600000001,0.0017927707210753103,0.0025581049,0.0022934309979307605,-0.0899639499999978,0.010983799999999766,0.0010855000000000725
1.2,41.406093629999994,0.01214777586630937,-0.25729155,0.008747494640891426,0.12988991,0.008857831822053167,1.2770126,0.009418613809951551,2.5326103900000003,0.008633549799433208,2.40435006,0.0091475587159094,-0.0165012165,0.0025909504686069352,0.0075047648,0.0018593689899340155,0.0023579195999999998,0.0019763927703732565,-0.085190500000067,0.008944400000000075,-0.0012558500000001693
1.3,41.397508079999994,0.012246498552713632,-0.25660991,0.009174220474517195,0.12957786999999998,0.009115667753877985,1.2813281699999999,0.009858774809710674,2.53467854,0.00904944702079754,2.40588577,0.010064539195074553,-0.016813889,0.0020994728287644505,0.00800809,0.0019152872387875992,0.0020645874,0.0017957596848528108,-0.08329519999992385,0.008529999999999704,-0.00010344999999978288
1.4,41.38943459,0.012318759319575958,-0.25558555,0.009931637192361951,0.12986922,0.008988352696325135,1.2852888999999998,0.010225164866913161,2.53629084,0.009247319243232823,2.40668066,0.010932228334977359,-0.017200442,0.00219462512904237,0.008636101,0.0019168062452626187,0.0018285689,0.0016705602829758502,-0.07821720000001164,0.006474050000000009,0.00016734999999989952
1.5,41.38186464,0.01297271068651268,-0.2553151,0.01038776747725978,0.12961134,0.00949137267080803,1.2891626999999999,0.010877810176332537,2.53718835,0.009123099598842726,2.40814224,0.011228654601689456,-0.017781986700000002,0.0020377674957267615,0.0090957359,0.0018855331618597745,0.0018423635,0.0016059993426193197,-0.07520610000000261,0.008425649999999951,-0.0004471500000000628
1.6,41.37439337,0.013524162054107043,-0.25390042,0.011073101907876694,0.12977979,0.00951162102860591,1.2924241,0.011590560429099473,2.53812317,0.009788639623455227,2.40891951,0.011955854100930086,-0.0178049326,0.001931377496760582,0.0095359416,0.001700842653764922,0.0017358679999999998,0.001673225276463381,-0.07192654999997217,0.012199499999999697,0.0035767000000000992
1.7,41.367479329999995,0.01419981394390442,-0.2528752,0.011269707617226708,0.13032668,0.00993690766775941,1.2953523000000002,0.01176942998842871,2.53956514,0.010056000757394932,2.4100572,0.012346806815750141,-0.0177943094,0.0019321989493675366,0.009906598800000001,0.001549647345043564,0.0016445051,0.0015087310397295553,-0.06761350000002153,0.013732650000000568,0.004806199999999761
1.8,41.360870670000004,0.014368810949486431,-0.25115389,0.011698587031916858,0.13074102999999998,0.010493461321901482,1.2981055000000001,0.011708145334843533,2.54013404,0.010594029241706923,2.4112510599999997,0.013012979754743902,-0.018307612600000002,0.00200375373786131,0.010167978,0.0015836688627112712,0.0015907706999999998,0.0016601393127706405,-0.06550284999991618,0.014934049999999921,0.0013317000000001578
1.9,41.35437876,0.015135811985720404,-0.24988839,0.011706575213537124,0.13059302,0.011139932521584435,1.3006645399999999,0.011812233159335484,2.5410250199999997,0.011234047474809054,2.41206357,0.013178281103142068,-0.0184178735,0.0017187939521531757,0.0103870213,0.0015153284351276375,0.0015954378,0.0015305075345565943,-0.06191700000010769,0.01215865000000016,-0.0010084500000000496
2.0,41.34848726999999,0.01533748441231688,-0.24872216000000003,0.012105686717548674,0.13053934,0.011478883634717878,1.30322078,0.012040608161575808,2.54246398,0.011347245491396622,2.41269382,0.014087986249039704,-0.0184614921,0.0015242854293967731,0.0105375829,0.0015445199852337473,0.0015137445,0.0014579647723996399,-0.05843285000003107,0.011282449999999944,0.002345099999999989
